name,id,season,end_n,end_rate
pitcher_reverse,22820,2021,2027,0.235816
pitcher_reverse,22820,2022,2265,0.233996
pitcher_reverse,22820,2024,3018,0.25613
pitcher_reverse,22820,2025,3917,0.267807
pitcher_reverse,22821,2022,187,0.176471
pitcher_reverse,22834,2020,2645,0.225331
pitcher_reverse,22834,2021,4880,0.222541
pitcher_reverse,22834,2022,6341,0.240971
pitcher_reverse,22834,2023,8179,0.256022
pitcher_reverse,22834,2024,8918,0.260933
pitcher_reverse,22834,2025,10197,0.261351
pitcher_reverse,22836,2020,74,0.0405405
pitcher_reverse,22836,2021,128,0.101562
pitcher_reverse,22840,2020,32,0.03125
pitcher_reverse,22840,2021,735,0.223129
pitcher_reverse,22840,2022,1677,0.188432
pitcher_reverse,22840,2023,2278,0.158472
pitcher_reverse,22840,2024,2666,0.169542
pitcher_reverse,22840,2025,2794,0.174302
pitcher_reverse,22842,2020,18,0.111111
pitcher_reverse,22851,2020,196,0.112245
pitcher_reverse,22851,2021,958,0.206681
pitcher_reverse,22851,2022,1072,0.209888
pitcher_reverse,22867,2021,241,0.240664
pitcher_reverse,22867,2022,372,0.236559
pitcher_reverse,22867,2023,970,0.238144
pitcher_reverse,22867,2024,1467,0.272665
pitcher_reverse,22867,2025,1951,0.272168
pitcher_reverse,22869,2020,59,0.423729
pitcher_reverse,22869,2023,294,0.309524
pitcher_reverse,22870,2021,90,0.0888889
pitcher_reverse,22870,2022,157,0.127389
pitcher_reverse,22870,2023,239,0.0962343
pitcher_reverse,22870,2024,293,0.109215
pitcher_reverse,22881,2020,70,0.157143
pitcher_reverse,22881,2021,354,0.129944
pitcher_reverse,22890,2020,2446,0.192968
pitcher_reverse,22890,2021,4180,0.230622
pitcher_reverse,22890,2022,6603,0.247918
pitcher_reverse,22890,2023,8427,0.257387
pitcher_reverse,22890,2024,10779,0.263939
pitcher_reverse,22890,2025,12938,0.274386
pitcher_reverse,22893,2022,8,0.25
pitcher_reverse,22899,2021,347,0.198847
pitcher_reverse,22899,2022,915,0.227322
pitcher_reverse,22899,2023,1717,0.242283
pitcher_reverse,22899,2024,2099,0.248213
pitcher_reverse,22899,2025,3196,0.239362
pitcher_reverse,22901,2023,31,0.0
pitcher_reverse,22901,2024,170,0.211765
pitcher_reverse,22901,2025,697,0.235294
pitcher_reverse,22904,2022,103,0.281553
pitcher_reverse,22904,2023,179,0.189944
pitcher_reverse,22904,2024,237,0.206751
pitcher_reverse,22905,2020,637,0.189953
pitcher_reverse,22905,2021,1439,0.19319
pitcher_reverse,22905,2022,1770,0.19661
pitcher_reverse,22905,2025,1865,0.196247
pitcher_reverse,22908,2020,2201,0.121763
pitcher_reverse,22908,2021,4565,0.15816
pitcher_reverse,22908,2022,7001,0.163691
pitcher_reverse,22908,2023,8825,0.168725
pitcher_reverse,22908,2024,11156,0.181158
pitcher_reverse,22911,2020,868,0.144009
pitcher_reverse,22915,2020,162,0.111111
pitcher_reverse,22922,2020,151,0.344371
pitcher_reverse,22922,2021,902,0.327051
pitcher_reverse,22922,2022,1393,0.340273
pitcher_reverse,22922,2023,1588,0.352645
pitcher_reverse,22922,2024,1651,0.360388
pitcher_reverse,22923,2020,185,0.254054
pitcher_reverse,22923,2021,298,0.197987
pitcher_reverse,22925,2020,348,0.212644
pitcher_reverse,22925,2021,548,0.211679
pitcher_reverse,22925,2022,1315,0.234981
pitcher_reverse,22925,2023,1466,0.223056
pitcher_reverse,22925,2024,1791,0.228364
pitcher_reverse,22926,2020,160,0.1625
pitcher_reverse,22926,2021,284,0.235915
pitcher_reverse,22926,2022,446,0.237668
pitcher_reverse,22932,2021,292,0.205479
pitcher_reverse,22932,2022,694,0.214697
pitcher_reverse,22932,2023,956,0.215481
pitcher_reverse,22933,2020,62,0.0967742
pitcher_reverse,22933,2021,376,0.234043
pitcher_reverse,22933,2022,579,0.286701
pitcher_reverse,22933,2023,807,0.291202
pitcher_reverse,22933,2024,818,0.287286
pitcher_reverse,22960,2021,97,0.185567
pitcher_reverse,22960,2022,176,0.142045
pitcher_reverse,22964,2020,268,0.160448
pitcher_reverse,22964,2022,366,0.136612
pitcher_reverse,22964,2023,899,0.233593
pitcher_reverse,22964,2024,1144,0.251748
pitcher_reverse,22978,2020,630,0.174603
pitcher_reverse,22985,2023,21,0.0
pitcher_reverse,22996,2020,939,0.151225
pitcher_reverse,22996,2021,1846,0.173889
pitcher_reverse,22996,2022,2663,0.194517
pitcher_reverse,22996,2023,3007,0.199534
pitcher_reverse,22996,2024,3773,0.209913
pitcher_reverse,22996,2025,3777,0.209955
pitcher_reverse,23003,2020,50,0.14
pitcher_reverse,23005,2020,303,0.273927
pitcher_reverse,23005,2023,463,0.24838
pitcher_reverse,23005,2024,790,0.296203
pitcher_reverse,23005,2025,1138,0.304042
pitcher_reverse,23023,2020,218,0.142202
pitcher_reverse,23024,2020,35,0.257143
pitcher_reverse,23024,2022,54,0.185185
pitcher_reverse,23024,2023,317,0.236593
pitcher_reverse,23030,2020,802,0.246883
pitcher_reverse,23030,2023,1478,0.274696
pitcher_reverse,23030,2024,1652,0.277845
pitcher_reverse,23035,2020,1779,0.252389
pitcher_reverse,23035,2021,3157,0.236617
pitcher_reverse,23035,2023,4913,0.251374
pitcher_reverse,23035,2024,5758,0.257728
pitcher_reverse,23041,2020,16,0.0
pitcher_reverse,23043,2021,54,0.0555556
pitcher_reverse,23043,2022,861,0.204413
pitcher_reverse,23043,2023,1758,0.243458
pitcher_reverse,23043,2024,2841,0.258008
pitcher_reverse,23043,2025,3601,0.257151
pitcher_reverse,23047,2020,1027,0.23369
pitcher_reverse,23047,2021,1844,0.241866
pitcher_reverse,23047,2022,1902,0.23817
pitcher_reverse,23047,2024,1943,0.236747
pitcher_reverse,23047,2025,2331,0.234663
pitcher_reverse,23053,2020,11,0.0909091
pitcher_reverse,23053,2023,429,0.0815851
pitcher_reverse,23054,2020,171,0.163743
pitcher_reverse,23054,2022,364,0.252747
pitcher_reverse,23054,2023,434,0.258065
pitcher_reverse,23054,2024,467,0.256959
pitcher_reverse,23054,2025,492,0.25
pitcher_reverse,23082,2020,11,0.181818
pitcher_reverse,23082,2021,243,0.115226
pitcher_reverse,23090,2020,934,0.186296
pitcher_reverse,23091,2020,30,0.166667
pitcher_reverse,23092,2021,954,0.264151
pitcher_reverse,23092,2022,1627,0.243393
pitcher_reverse,23092,2023,2259,0.249668
pitcher_reverse,23092,2024,2294,0.251526
pitcher_reverse,23092,2025,3063,0.2651
pitcher_reverse,23094,2020,251,0.306773
pitcher_reverse,23094,2021,1279,0.233776
pitcher_reverse,23094,2022,1323,0.230537
pitcher_reverse,23094,2023,1338,0.227952
pitcher_reverse,23094,2024,1412,0.233711
pitcher_reverse,23097,2022,142,0.352113
pitcher_reverse,23097,2023,194,0.371134
pitcher_reverse,23097,2024,241,0.394191
pitcher_reverse,23101,2020,38,0.105263
pitcher_reverse,23101,2021,322,0.189441
pitcher_reverse,23101,2022,856,0.276869
pitcher_reverse,23101,2023,1303,0.231005
pitcher_reverse,23101,2024,1411,0.238129
pitcher_reverse,23105,2021,2240,0.225
pitcher_reverse,23105,2022,2646,0.218065
pitcher_reverse,23105,2023,2858,0.210287
pitcher_reverse,23105,2024,3605,0.216644
pitcher_reverse,23105,2025,4122,0.218583
pitcher_reverse,23107,2020,35,0.0857143
pitcher_reverse,23110,2020,683,0.20937
pitcher_reverse,23110,2021,1172,0.21587
pitcher_reverse,23110,2022,1253,0.211492
pitcher_reverse,23112,2020,437,0.155606
pitcher_reverse,23112,2021,1869,0.160514
pitcher_reverse,23112,2022,3054,0.181074
pitcher_reverse,23112,2023,3112,0.178021
pitcher_reverse,23112,2024,3754,0.190464
pitcher_reverse,23112,2025,4390,0.193166
pitcher_reverse,23115,2020,41,0.170732
pitcher_reverse,23115,2022,91,0.197802
pitcher_reverse,23116,2022,9,0.0
pitcher_reverse,23117,2020,38,0.184211
pitcher_reverse,23122,2020,169,0.171598
pitcher_reverse,23122,2021,343,0.186589
pitcher_reverse,23122,2022,462,0.166667
pitcher_reverse,23137,2020,106,0.122642
pitcher_reverse,23137,2021,777,0.187902
pitcher_reverse,23137,2022,1013,0.187562
pitcher_reverse,23139,2020,44,0.113636
pitcher_reverse,23139,2021,195,0.158974
pitcher_reverse,23139,2022,271,0.140221
pitcher_reverse,23145,2020,86,0.0232558
pitcher_reverse,23145,2021,139,0.100719
pitcher_reverse,23145,2022,320,0.103125
pitcher_reverse,23145,2025,550,0.181818
pitcher_reverse,23148,2021,17,0.117647
pitcher_reverse,23150,2020,220,0.222727
pitcher_reverse,23150,2021,253,0.205534
pitcher_reverse,23151,2020,231,0.121212
pitcher_reverse,23151,2023,310,0.13871
pitcher_reverse,23151,2024,524,0.204198
pitcher_reverse,23154,2020,60,0.0333333
pitcher_reverse,23154,2021,272,0.194853
pitcher_reverse,23154,2023,565,0.20531
pitcher_reverse,23154,2024,724,0.220994
pitcher_reverse,23157,2020,39,0.128205
pitcher_reverse,23157,2021,52,0.173077
pitcher_reverse,23157,2024,344,0.276163
pitcher_reverse,23157,2025,516,0.255814
pitcher_reverse,23158,2020,125,0.192
pitcher_reverse,23158,2023,181,0.160221
pitcher_reverse,23158,2024,191,0.17801
pitcher_reverse,23158,2025,356,0.25
pitcher_reverse,23175,2020,213,0.14554
pitcher_reverse,23175,2021,297,0.13468
pitcher_reverse,23177,2022,102,0.127451
pitcher_reverse,23177,2024,349,0.25788
pitcher_reverse,23182,2021,194,0.21134
pitcher_reverse,23182,2022,213,0.197183
pitcher_reverse,23182,2023,271,0.162362
pitcher_reverse,23190,2020,121,0.140496
pitcher_reverse,23190,2021,182,0.148352
pitcher_reverse,23190,2022,472,0.230932
pitcher_reverse,23190,2023,1025,0.275122
pitcher_reverse,23190,2024,1759,0.292211
pitcher_reverse,23190,2025,1981,0.28319
pitcher_reverse,23194,2020,25,0.28
pitcher_reverse,23194,2023,50,0.14
pitcher_reverse,23204,2020,277,0.176895
pitcher_reverse,23204,2021,632,0.262658
pitcher_reverse,23204,2022,1250,0.2712
pitcher_reverse,23206,2020,1532,0.255875
pitcher_reverse,23206,2021,2720,0.237132
pitcher_reverse,23206,2023,2787,0.232149
pitcher_reverse,23206,2024,3985,0.246424
pitcher_reverse,23206,2025,4863,0.250463
pitcher_reverse,23225,2020,1125,0.228444
pitcher_reverse,23225,2021,1855,0.251752
pitcher_reverse,23225,2022,2777,0.268995
pitcher_reverse,23225,2023,3747,0.269549
pitcher_reverse,23225,2024,4613,0.266421
pitcher_reverse,23229,2022,1202,0.153078
pitcher_reverse,23229,2023,1443,0.16632
pitcher_reverse,23229,2024,2642,0.211582
pitcher_reverse,23229,2025,5174,0.23966
pitcher_reverse,23231,2020,796,0.111809
pitcher_reverse,23231,2021,1552,0.126289
pitcher_reverse,23231,2022,2307,0.131773
pitcher_reverse,23231,2023,2830,0.120848
pitcher_reverse,23231,2024,3398,0.141554
pitcher_reverse,23231,2025,3863,0.163345
pitcher_reverse,23232,2021,329,0.167173
pitcher_reverse,23232,2022,565,0.182301
pitcher_reverse,23232,2023,826,0.144068
pitcher_reverse,23232,2024,1260,0.219841
pitcher_reverse,23232,2025,1275,0.221176
pitcher_reverse,23235,2021,328,0.143293
pitcher_reverse,23235,2022,1420,0.166197
pitcher_reverse,23235,2023,2694,0.167038
pitcher_reverse,23235,2024,4139,0.179029
pitcher_reverse,23235,2025,4831,0.181743
pitcher_reverse,23236,2021,226,0.172566
pitcher_reverse,23236,2022,330,0.139394
pitcher_reverse,23238,2020,842,0.26247
pitcher_reverse,23238,2021,2072,0.239382
pitcher_reverse,23238,2022,2417,0.242863
pitcher_reverse,23238,2023,2626,0.252856
pitcher_reverse,23238,2024,3549,0.256692
pitcher_reverse,23238,2025,4376,0.257541
pitcher_reverse,23240,2021,110,0.145455
pitcher_reverse,23240,2022,162,0.17284
pitcher_reverse,23257,2021,203,0.231527
pitcher_reverse,23257,2022,309,0.226537
pitcher_reverse,23257,2023,1070,0.273832
pitcher_reverse,23257,2024,1399,0.287348
pitcher_reverse,23257,2025,1451,0.286699
pitcher_reverse,23258,2020,56,0.214286
pitcher_reverse,23258,2021,104,0.259615
pitcher_reverse,23258,2022,269,0.371747
pitcher_reverse,23258,2023,312,0.333333
pitcher_reverse,23258,2024,649,0.29584
pitcher_reverse,23258,2025,853,0.288394
pitcher_reverse,23260,2020,79,0.151899
pitcher_reverse,23260,2021,328,0.256098
pitcher_reverse,23260,2022,566,0.265018
pitcher_reverse,23260,2025,670,0.297015
pitcher_reverse,23262,2021,20,0.35
pitcher_reverse,23267,2020,44,0.0909091
pitcher_reverse,23284,2020,238,0.180672
pitcher_reverse,23284,2021,706,0.208215
pitcher_reverse,23284,2023,718,0.204735
pitcher_reverse,23284,2024,861,0.226481
pitcher_reverse,23284,2025,1242,0.236715
pitcher_reverse,23286,2022,53,0.0943396
pitcher_reverse,23286,2023,162,0.0740741
pitcher_reverse,23286,2024,248,0.157258
pitcher_reverse,23288,2020,202,0.153465
pitcher_reverse,23288,2021,1242,0.173108
pitcher_reverse,23288,2022,2312,0.192907
pitcher_reverse,23288,2023,3355,0.212817
pitcher_reverse,23288,2024,4317,0.211026
pitcher_reverse,23288,2025,4741,0.208184
pitcher_reverse,23289,2020,523,0.219885
pitcher_reverse,23289,2021,1218,0.197865
pitcher_reverse,23289,2023,1713,0.197898
pitcher_reverse,23289,2024,1747,0.200343
pitcher_reverse,23293,2020,381,0.186352
pitcher_reverse,23293,2021,765,0.227451
pitcher_reverse,23293,2022,2026,0.253702
pitcher_reverse,23293,2023,2057,0.250365
pitcher_reverse,23294,2020,78,0.166667
pitcher_reverse,23294,2023,462,0.248918
pitcher_reverse,23294,2024,481,0.247401
pitcher_reverse,23294,2025,648,0.280864
pitcher_reverse,23302,2020,317,0.208202
pitcher_reverse,23302,2023,412,0.184466
pitcher_reverse,23302,2025,476,0.197479
pitcher_reverse,23305,2023,83,0.180723
pitcher_reverse,23306,2020,1142,0.126095
pitcher_reverse,23306,2021,2973,0.159435
pitcher_reverse,23306,2022,4041,0.187577
pitcher_reverse,23306,2023,4888,0.195376
pitcher_reverse,23306,2024,5227,0.19935
pitcher_reverse,23306,2025,6216,0.206564
pitcher_reverse,23307,2020,1978,0.218908
pitcher_reverse,23307,2021,3919,0.239857
pitcher_reverse,23307,2022,4774,0.259321
pitcher_reverse,23307,2023,5594,0.270647
pitcher_reverse,23307,2024,5690,0.27188
pitcher_reverse,23312,2020,820,0.191463
pitcher_reverse,23312,2021,1306,0.221286
pitcher_reverse,23312,2022,2221,0.242233
pitcher_reverse,23312,2025,2956,0.235115
pitcher_reverse,23314,2020,328,0.189024
pitcher_reverse,23314,2021,734,0.23842
pitcher_reverse,23314,2022,817,0.233782
pitcher_reverse,23314,2024,895,0.255866
pitcher_reverse,23324,2022,65,0.0615385
pitcher_reverse,23331,2021,125,0.272
pitcher_reverse,23331,2022,273,0.164835
pitcher_reverse,23331,2023,365,0.150685
pitcher_reverse,23331,2024,408,0.171569
pitcher_reverse,23332,2020,617,0.205835
pitcher_reverse,23334,2020,513,0.169591
pitcher_reverse,23334,2021,1462,0.181943
pitcher_reverse,23334,2022,1771,0.200452
pitcher_reverse,23336,2021,222,0.162162
pitcher_reverse,23336,2022,448,0.212054
pitcher_reverse,23336,2023,588,0.164966
pitcher_reverse,23342,2020,12,0.0
pitcher_reverse,23342,2021,239,0.217573
pitcher_reverse,23342,2022,324,0.194444
pitcher_reverse,23343,2020,20,0.65
pitcher_reverse,23343,2022,80,0.3
pitcher_reverse,23343,2025,209,0.287081
pitcher_reverse,23347,2022,860,0.236047
pitcher_reverse,23347,2023,2821,0.196384
pitcher_reverse,23347,2024,5029,0.199244
pitcher_reverse,23347,2025,6520,0.207209
pitcher_reverse,23348,2023,3,0.333333
pitcher_reverse,23349,2022,16,0.0625
pitcher_reverse,23352,2021,15,0.266667
pitcher_reverse,23360,2020,13,0.230769
pitcher_reverse,23360,2021,33,0.121212
pitcher_reverse,23360,2023,214,0.205607
pitcher_reverse,23361,2020,313,0.233227
pitcher_reverse,23361,2024,425,0.214118
pitcher_reverse,23362,2020,325,0.16
pitcher_reverse,23362,2021,931,0.186896
pitcher_reverse,23363,2020,1203,0.169576
pitcher_reverse,23363,2021,1984,0.191532
pitcher_reverse,23363,2022,2907,0.21775
pitcher_reverse,23363,2024,3239,0.225687
pitcher_reverse,23363,2025,3923,0.233495
pitcher_reverse,23366,2022,39,0.358974
pitcher_reverse,23366,2023,182,0.28022
pitcher_reverse,23366,2024,209,0.277512
pitcher_reverse,23369,2020,8,0.375
pitcher_reverse,23369,2022,437,0.26087
pitcher_reverse,23369,2023,1152,0.277778
pitcher_reverse,23369,2024,1374,0.279476
pitcher_reverse,23369,2025,1842,0.266015
pitcher_reverse,23383,2020,236,0.216102
pitcher_reverse,23383,2021,275,0.210909
pitcher_reverse,23383,2022,564,0.210993
pitcher_reverse,23383,2023,718,0.18663
pitcher_reverse,23383,2025,732,0.188525
pitcher_reverse,23384,2020,158,0.253165
pitcher_reverse,23385,2020,176,0.159091
pitcher_reverse,23385,2021,673,0.236256
pitcher_reverse,23385,2022,740,0.227027
pitcher_reverse,23411,2020,2520,0.160714
pitcher_reverse,23411,2021,4363,0.176255
pitcher_reverse,23411,2022,5305,0.179453
pitcher_reverse,23414,2020,998,0.173347
pitcher_reverse,23414,2021,1979,0.202628
pitcher_reverse,23414,2023,2196,0.214481
pitcher_reverse,23414,2024,3299,0.23492
pitcher_reverse,23414,2025,4433,0.242951
pitcher_reverse,23415,2020,2981,0.123449
pitcher_reverse,23418,2022,673,0.164933
pitcher_reverse,23418,2023,1386,0.134921
pitcher_reverse,23418,2024,2114,0.166509
pitcher_reverse,23418,2025,2946,0.186694
pitcher_reverse,23421,2020,569,0.147627
pitcher_reverse,23421,2023,2196,0.0842441
pitcher_reverse,23421,2024,3141,0.140401
pitcher_reverse,23421,2025,4463,0.171633
pitcher_reverse,23422,2020,2745,0.246266
pitcher_reverse,23422,2021,5075,0.266798
pitcher_reverse,23423,2020,327,0.2263
pitcher_reverse,23423,2023,511,0.166341
pitcher_reverse,23424,2020,28,0.0714286
pitcher_reverse,23424,2023,747,0.0548862
pitcher_reverse,23424,2024,1253,0.146848
pitcher_reverse,23424,2025,2828,0.236917
pitcher_reverse,23426,2020,586,0.133106
pitcher_reverse,23426,2021,1288,0.186335
pitcher_reverse,23426,2022,1949,0.180605
pitcher_reverse,23426,2023,2437,0.155519
pitcher_reverse,23426,2024,2924,0.177155
pitcher_reverse,23426,2025,3570,0.192157
pitcher_reverse,23428,2020,130,0.138462
pitcher_reverse,23428,2023,475,0.0631579
pitcher_reverse,23428,2024,487,0.0698152
pitcher_reverse,23429,2020,649,0.134052
pitcher_reverse,23429,2023,990,0.0909091
pitcher_reverse,23429,2024,1504,0.161569
pitcher_reverse,23429,2025,2234,0.203223
pitcher_reverse,23431,2020,38,0.263158
pitcher_reverse,23437,2020,472,0.230932
pitcher_reverse,23437,2021,859,0.259604
pitcher_reverse,23437,2022,1791,0.268007
pitcher_reverse,23437,2023,2631,0.258837
pitcher_reverse,23437,2024,3486,0.267929
pitcher_reverse,23437,2025,4831,0.271579
pitcher_reverse,23439,2020,571,0.168126
pitcher_reverse,23439,2021,1479,0.186613
pitcher_reverse,23439,2022,2366,0.190617
pitcher_reverse,23439,2023,3071,0.182677
pitcher_reverse,23439,2024,4032,0.190228
pitcher_reverse,23439,2025,4274,0.197239
pitcher_reverse,23440,2020,1481,0.168805
pitcher_reverse,23440,2021,2095,0.189976
pitcher_reverse,23440,2022,3962,0.213276
pitcher_reverse,23440,2023,6965,0.231299
pitcher_reverse,23440,2024,9307,0.237778
pitcher_reverse,23444,2022,21,0.0
pitcher_reverse,23446,2020,95,0.105263
pitcher_reverse,23446,2021,122,0.0983607
pitcher_reverse,23447,2020,62,0.193548
pitcher_reverse,23449,2020,12,0.0
pitcher_reverse,23449,2021,28,0.0714286
pitcher_reverse,23455,2020,825,0.219394
pitcher_reverse,23455,2022,1049,0.265014
pitcher_reverse,23455,2023,1138,0.269772
pitcher_reverse,23455,2024,1533,0.288324
pitcher_reverse,23458,2020,143,0.146853
pitcher_reverse,23458,2021,794,0.220403
pitcher_reverse,23458,2022,1845,0.265583
pitcher_reverse,23458,2023,1879,0.262374
pitcher_reverse,23459,2022,801,0.238452
pitcher_reverse,23459,2023,1688,0.23282
pitcher_reverse,23459,2024,2249,0.231214
pitcher_reverse,23459,2025,2341,0.232379
pitcher_reverse,23461,2022,180,0.244444
pitcher_reverse,23461,2023,262,0.175573
pitcher_reverse,23461,2024,341,0.219941
pitcher_reverse,23462,2020,160,0.20625
pitcher_reverse,23462,2022,298,0.130872
pitcher_reverse,23462,2023,920,0.229348
pitcher_reverse,23462,2024,1166,0.218696
pitcher_reverse,23462,2025,1745,0.228653
pitcher_reverse,23475,2020,64,0.171875
pitcher_reverse,23475,2023,180,0.194444
pitcher_reverse,23475,2024,726,0.268595
pitcher_reverse,23475,2025,1205,0.273859
pitcher_reverse,23476,2020,13,0.307692
pitcher_reverse,23478,2020,2328,0.221649
pitcher_reverse,23478,2021,3100,0.224516
pitcher_reverse,23478,2022,3142,0.223425
pitcher_reverse,23478,2023,3247,0.228519
pitcher_reverse,23478,2024,3820,0.243194
pitcher_reverse,23478,2025,5025,0.243184
pitcher_reverse,23479,2024,73,0.178082
pitcher_reverse,23479,2025,140,0.2
pitcher_reverse,23484,2022,46,0.0652174
pitcher_reverse,23484,2023,236,0.190678
pitcher_reverse,23484,2024,403,0.265509
pitcher_reverse,23484,2025,1474,0.315468
pitcher_reverse,23485,2023,44,0.0681818
pitcher_reverse,23487,2025,247,0.319838
pitcher_reverse,23488,2023,29,0.0344828
pitcher_reverse,23488,2024,56,0.142857
pitcher_reverse,23488,2025,107,0.233645
pitcher_reverse,23491,2020,84,0.190476
pitcher_reverse,23496,2020,920,0.165217
pitcher_reverse,23496,2021,1836,0.201525
pitcher_reverse,23496,2022,2268,0.210317
pitcher_reverse,23496,2023,2678,0.215459
pitcher_reverse,23496,2024,2703,0.215316
pitcher_reverse,23497,2020,108,0.157407
pitcher_reverse,23497,2021,125,0.192
pitcher_reverse,23498,2020,671,0.222057
pitcher_reverse,23498,2021,695,0.225899
pitcher_reverse,23498,2022,996,0.237952
pitcher_reverse,23499,2020,236,0.148305
pitcher_reverse,23499,2021,304,0.174342
pitcher_reverse,23499,2022,363,0.15427
pitcher_reverse,23500,2020,166,0.0542169
pitcher_reverse,23500,2022,1157,0.175454
pitcher_reverse,23500,2023,1511,0.179351
pitcher_reverse,23500,2024,2052,0.198343
pitcher_reverse,23501,2020,981,0.230377
pitcher_reverse,23501,2022,992,0.228831
pitcher_reverse,23501,2023,1652,0.259685
pitcher_reverse,23501,2024,2532,0.25158
pitcher_reverse,23502,2020,52,0.153846
pitcher_reverse,23504,2022,1414,0.292079
pitcher_reverse,23504,2023,2292,0.275305
pitcher_reverse,23504,2024,2699,0.265654
pitcher_reverse,23504,2025,2981,0.262328
pitcher_reverse,23512,2020,211,0.113744
pitcher_reverse,23512,2021,771,0.169909
pitcher_reverse,23512,2022,1059,0.17847
pitcher_reverse,23512,2023,1466,0.180764
pitcher_reverse,23512,2024,2102,0.205043
pitcher_reverse,23512,2025,2139,0.206639
pitcher_reverse,23513,2021,104,0.125
pitcher_reverse,23513,2022,387,0.20155
pitcher_reverse,23513,2023,790,0.194937
pitcher_reverse,23513,2024,1339,0.244959
pitcher_reverse,23514,2023,35,0.0285714
pitcher_reverse,23514,2024,51,0.137255
pitcher_reverse,23514,2025,74,0.189189
pitcher_reverse,23515,2020,276,0.221014
pitcher_reverse,23515,2021,1282,0.234009
pitcher_reverse,23515,2022,1681,0.251636
pitcher_reverse,23515,2023,2359,0.255193
pitcher_reverse,23515,2025,2464,0.255276
pitcher_reverse,23516,2020,150,0.1
pitcher_reverse,23518,2020,1890,0.113757
pitcher_reverse,23518,2021,4406,0.136178
pitcher_reverse,23518,2022,6560,0.163262
pitcher_reverse,23518,2024,7727,0.162417
pitcher_reverse,23518,2025,8086,0.16609
pitcher_reverse,23519,2020,73,0.164384
pitcher_reverse,23519,2021,108,0.111111
pitcher_reverse,23520,2024,29,0.344828
pitcher_reverse,23532,2020,126,0.222222
pitcher_reverse,23532,2021,151,0.198675
pitcher_reverse,23532,2022,196,0.188776
pitcher_reverse,23532,2023,294,0.136054
pitcher_reverse,23532,2024,577,0.195841
pitcher_reverse,23532,2025,621,0.202899
pitcher_reverse,23534,2020,2537,0.15609
pitcher_reverse,23535,2022,14,0.0
pitcher_reverse,23535,2023,118,0.0169492
pitcher_reverse,23535,2024,252,0.18254
pitcher_reverse,23535,2025,393,0.277354
pitcher_reverse,23536,2020,415,0.120482
pitcher_reverse,23536,2021,1573,0.146853
pitcher_reverse,23536,2022,2429,0.201317
pitcher_reverse,23536,2023,3034,0.203362
pitcher_reverse,23536,2024,3163,0.20645
pitcher_reverse,23537,2020,78,0.0897436
pitcher_reverse,23537,2023,97,0.103093
pitcher_reverse,23538,2022,62,0.112903
pitcher_reverse,23538,2023,90,0.122222
pitcher_reverse,23538,2024,264,0.30303
pitcher_reverse,23540,2021,155,0.129032
pitcher_reverse,23540,2022,1892,0.216702
pitcher_reverse,23540,2023,3003,0.220446
pitcher_reverse,23540,2024,4028,0.205809
pitcher_reverse,23540,2025,4845,0.202064
pitcher_reverse,23542,2021,37,0.135135
pitcher_reverse,23542,2022,342,0.102339
pitcher_reverse,23542,2023,1009,0.216056
pitcher_reverse,23542,2024,1399,0.240172
pitcher_reverse,23542,2025,1710,0.251462
pitcher_reverse,23554,2020,61,0.0819672
pitcher_reverse,23554,2021,624,0.219551
pitcher_reverse,23554,2022,1727,0.238564
pitcher_reverse,23554,2024,1783,0.235558
pitcher_reverse,23554,2025,1993,0.230808
pitcher_reverse,23555,2022,1939,0.316142
pitcher_reverse,23555,2023,4504,0.303508
pitcher_reverse,23555,2024,6733,0.303134
pitcher_reverse,23555,2025,9625,0.299948
pitcher_reverse,23556,2020,382,0.138743
pitcher_reverse,23556,2021,492,0.123984
pitcher_reverse,23557,2020,2074,0.155256
pitcher_reverse,23558,2020,88,0.0909091
pitcher_reverse,23558,2023,1250,0.2792
pitcher_reverse,23558,2024,2504,0.277556
pitcher_reverse,23558,2025,3224,0.274814
pitcher_reverse,23560,2022,246,0.243902
pitcher_reverse,23560,2024,307,0.299674
pitcher_reverse,23560,2025,528,0.280303
pitcher_reverse,23561,2020,984,0.20935
pitcher_reverse,23561,2021,3132,0.201788
pitcher_reverse,23561,2022,5809,0.211396
pitcher_reverse,23561,2023,8564,0.213568
pitcher_reverse,23561,2024,10401,0.214595
pitcher_reverse,23561,2025,12330,0.219384
pitcher_reverse,23564,2020,88,0.147727
pitcher_reverse,23564,2023,259,0.0656371
pitcher_reverse,23564,2024,478,0.198745
pitcher_reverse,23564,2025,773,0.258732
pitcher_reverse,23565,2020,210,0.138095
pitcher_reverse,23565,2021,1255,0.203984
pitcher_reverse,23565,2022,2264,0.241166
pitcher_reverse,23565,2023,2438,0.230517
pitcher_reverse,23565,2024,2700,0.237778
pitcher_reverse,23565,2025,3209,0.244001
pitcher_reverse,23567,2020,47,0.212766
pitcher_reverse,23567,2021,119,0.193277
pitcher_reverse,23567,2022,381,0.225722
pitcher_reverse,23567,2023,575,0.208696
pitcher_reverse,23567,2024,617,0.209076
pitcher_reverse,23567,2025,664,0.209337
pitcher_reverse,23568,2020,790,0.193671
pitcher_reverse,23568,2021,1405,0.202135
pitcher_reverse,23568,2022,1495,0.215385
pitcher_reverse,23568,2024,1525,0.217049
pitcher_reverse,23574,2020,62,0.193548
pitcher_reverse,23574,2021,921,0.267101
