global_player_mapping_key,role,train_player_id,current_trackman_player_id,global_player_mapping_status,global_player_mapping_status_ko,global_representative_trackman_player_id,global_exact_candidates,global_exact_candidate_count,global_reverse_train_player_count,global_exact_top_rows,global_exact_top_games,global_exact_total_rows,global_exact_total_games,global_exact_purity,global_exact_strict_contexts,final_linked_role_observations,final_linked_games,final_confirmed_id_matches,final_confirmed_id_mismatches,train_role_observations,train_games,train_strict_contexts
426,batter,23698,69766,confirmed_global_exact,역할별 전역 exact 양방향 확정,69766,69766:993rows/93games,1,1,993,93,993,93,1.0,11,1719,157,1719,0,1925,173,12
427,batter,23700,63703,confirmed_global_exact,역할별 전역 exact 양방향 확정,63703,63703:157rows/19games,1,1,157,19,157,19,1.0,4,268,30,268,0,323,34,5
428,batter,23701,64704,confirmed_global_exact,역할별 전역 exact 양방향 확정,64704,64704:525rows/51games,1,1,525,51,525,51,1.0,5,780,77,780,0,851,84,5
429,batter,23702,69702,confirmed_global_exact,역할별 전역 exact 양방향 확정,69702,69702:250rows/23games,1,1,250,23,250,23,1.0,7,559,50,559,0,640,56,9
430,batter,23705,69705,confirmed_global_exact,역할별 전역 exact 양방향 확정,69705,69705:581rows/51games,1,1,581,51,581,51,1.0,6,1091,91,1091,0,1130,95,7
431,batter,23706,69706,confirmed_global_exact,역할별 전역 exact 양방향 확정,69706,69706:471rows/49games,1,1,471,49,471,49,1.0,10,777,82,777,0,848,90,10
432,batter,23711,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,16,2,0,0,16,2,1
433,batter,23712,69403,confirmed_global_exact,역할별 전역 exact 양방향 확정,69403,69403:109rows/12games,1,1,109,12,109,12,1.0,5,251,23,251,0,263,24,6
434,batter,23715,69428,confirmed_global_exact,역할별 전역 exact 양방향 확정,69428,69428:593rows/58games,1,1,593,58,593,58,1.0,5,811,82,811,0,873,90,5
435,batter,23718,,conflict_multiple_trackman_ids,한 Train 선수에 복수 Trackman ID,69442,69442:639rows/71games;64793:1rows/1games,2,1,639,71,640,71,0.9984375,9,887,100,0,0,1045,111,12
436,batter,23720,69453,confirmed_global_exact,역할별 전역 exact 양방향 확정,69453,69453:2959rows/238games,1,1,2959,238,2959,238,1.0,7,4774,379,4774,0,5172,411,7
437,batter,23723,69416,confirmed_global_exact,역할별 전역 exact 양방향 확정,69416,69416:208rows/24games,1,1,208,24,208,24,1.0,4,404,42,404,0,497,49,5
438,batter,23724,69418,confirmed_global_exact,역할별 전역 exact 양방향 확정,69418,69418:817rows/90games,1,1,817,90,817,90,1.0,6,1323,143,1321,2,1587,163,7
439,batter,23726,68407,confirmed_global_exact,역할별 전역 exact 양방향 확정,68407,68407:341rows/39games,1,1,341,39,341,39,1.0,7,651,72,651,0,757,84,9
440,batter,23728,68211,confirmed_global_exact,역할별 전역 exact 양방향 확정,68211,68211:44rows/4games,1,1,44,4,44,4,1.0,3,94,11,94,0,103,12,3
441,batter,23732,69214,confirmed_global_exact,역할별 전역 exact 양방향 확정,69214,69214:15rows/1games,1,1,15,1,15,1,1.0,1,58,5,58,0,68,5,1
442,batter,23733,69203,confirmed_global_exact,역할별 전역 exact 양방향 확정,69203,69203:396rows/37games,1,1,396,37,396,37,1.0,7,760,66,754,6,872,74,8
443,batter,23734,68204,confirmed_global_exact,역할별 전역 exact 양방향 확정,68204,68204:340rows/45games,1,1,340,45,340,45,1.0,9,861,95,861,0,923,101,10
444,batter,23735,69238,confirmed_global_exact,역할별 전역 exact 양방향 확정,69238,69238:863rows/92games,1,1,863,92,863,92,1.0,7,1396,139,1393,3,1487,149,9
445,batter,23739,69207,confirmed_global_exact,역할별 전역 exact 양방향 확정,69207,69207:379rows/36games,1,1,379,36,379,36,1.0,6,632,60,632,0,676,66,8
446,batter,23742,69210,confirmed_global_exact,역할별 전역 exact 양방향 확정,69210,69210:91rows/9games,1,1,91,9,91,9,1.0,3,339,32,339,0,374,34,4
447,batter,23746,69394,confirmed_global_exact,역할별 전역 exact 양방향 확정,69394,69394:18rows/1games,1,1,18,1,18,1,1.0,1,157,9,157,0,349,23,2
448,batter,23750,69332,confirmed_global_exact,역할별 전역 exact 양방향 확정,69332,69332:425rows/36games,1,1,425,36,425,36,1.0,4,802,71,796,6,977,89,7
449,batter,23752,69366,confirmed_global_exact,역할별 전역 exact 양방향 확정,69366,69366:100rows/11games,1,1,100,11,100,11,1.0,6,340,33,340,0,797,65,7
450,batter,23753,69363,confirmed_global_exact,역할별 전역 exact 양방향 확정,69363,69363:49rows/9games,1,1,49,9,49,9,1.0,4,98,14,98,0,176,22,6
451,batter,23755,69393,confirmed_global_exact,역할별 전역 exact 양방향 확정,69393,69393:19rows/2games,1,1,19,2,19,2,1.0,1,57,6,57,0,157,16,2
452,batter,23756,69305,confirmed_global_exact,역할별 전역 exact 양방향 확정,69305,69305:19rows/3games,1,1,19,3,19,3,1.0,2,37,6,37,0,200,21,3
453,batter,23757,69306,confirmed_global_exact,역할별 전역 exact 양방향 확정,69306,69306:731rows/77games,1,1,731,77,731,77,1.0,8,1400,146,1396,4,1644,166,12
454,batter,23759,69813,confirmed_global_exact,역할별 전역 exact 양방향 확정,69813,69813:1470rows/135games,1,1,1470,135,1470,135,1.0,4,2440,216,2440,0,2664,233,5
455,batter,23760,69825,confirmed_global_exact,역할별 전역 exact 양방향 확정,69825,69825:600rows/50games,1,1,600,50,600,50,1.0,6,990,82,990,0,1080,89,8
456,batter,23762,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,20,2,1
457,batter,23763,69860,confirmed_global_exact,역할별 전역 exact 양방향 확정,69860,69860:47rows/6games,1,1,47,6,47,6,1.0,3,65,7,65,0,152,14,3
458,batter,23768,69950,confirmed_global_exact,역할별 전역 exact 양방향 확정,69950,69950:526rows/33games,1,1,526,33,526,33,1.0,1,807,51,805,2,850,53,1
459,batter,23771,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,2,1,0,0,2,1,1
460,batter,23773,69980,confirmed_global_exact,역할별 전역 exact 양방향 확정,69980,69980:103rows/10games,1,1,103,10,103,10,1.0,3,136,15,136,0,151,16,4
461,batter,23776,69992,confirmed_global_exact,역할별 전역 exact 양방향 확정,69992,69992:1246rows/106games,1,1,1246,106,1246,106,1.0,6,1850,158,1848,2,2136,177,9
462,batter,23778,69995,confirmed_global_exact,역할별 전역 exact 양방향 확정,69995,69995:3016rows/216games,1,1,3016,216,3016,216,1.0,7,4367,312,4367,0,4712,333,8
463,batter,23780,69900,confirmed_global_exact,역할별 전역 exact 양방향 확정,69900,69900:121rows/9games,1,1,121,9,121,9,1.0,3,155,12,155,0,167,14,3
464,batter,23788,69056,confirmed_global_exact,역할별 전역 exact 양방향 확정,69056,69056:114rows/12games,1,1,114,12,114,12,1.0,5,138,16,138,0,172,19,5
465,batter,23789,69064,confirmed_global_exact,역할별 전역 exact 양방향 확정,69064,69064:106rows/9games,1,1,106,9,106,9,1.0,3,329,23,329,0,372,26,6
466,batter,23791,69055,confirmed_global_exact,역할별 전역 exact 양방향 확정,69055,69055:22rows/1games,1,1,22,1,22,1,1.0,1,22,1,22,0,44,4,2
467,batter,23793,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,80,6,0,0,91,8,3
468,batter,23797,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,38,2,1
469,batter,23798,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,24,2,1
470,batter,23799,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,31,2,1
471,batter,23802,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,26,2,1
472,batter,23803,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,19,2,1
473,batter,23805,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,43,2,1
474,batter,23810,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,38,2,1
475,batter,23811,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,41,2,1
476,batter,23817,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,32,2,1
477,batter,23835,69802,confirmed_global_exact,역할별 전역 exact 양방향 확정,69802,69802:368rows/53games,1,1,368,53,368,53,1.0,6,584,90,582,2,621,96,7
478,batter,23836,69809,confirmed_global_exact,역할별 전역 exact 양방향 확정,69809,69809:32rows/2games,1,1,32,2,32,2,1.0,2,101,6,101,0,122,10,2
479,batter,23837,69805,confirmed_global_exact,역할별 전역 exact 양방향 확정,69805,69805:24rows/2games,1,1,24,2,24,2,1.0,2,76,7,76,0,92,12,3
480,batter,23838,69810,confirmed_global_exact,역할별 전역 exact 양방향 확정,69810,69810:43rows/4games,1,1,43,4,43,4,1.0,3,252,21,252,0,393,30,6
481,batter,23839,69804,confirmed_global_exact,역할별 전역 exact 양방향 확정,69804,69804:122rows/12games,1,1,122,12,122,12,1.0,3,164,21,164,0,183,25,5
482,batter,23840,69652,confirmed_global_exact,역할별 전역 exact 양방향 확정,69652,69652:2209rows/129games,1,1,2209,129,2209,129,1.0,3,3092,178,3092,0,6058,364,3
483,batter,23841,607111,confirmed_global_exact,역할별 전역 exact 양방향 확정,607111,607111:523rows/35games,1,1,523,35,523,35,1.0,1,932,60,932,0,1042,68,1
484,batter,23842,519295,confirmed_global_exact,역할별 전역 exact 양방향 확정,519295,519295:486rows/32games,1,1,486,32,486,32,1.0,1,750,49,750,0,857,55,1
485,batter,23844,451713,confirmed_global_exact,역할별 전역 exact 양방향 확정,451713,451713:477rows/32games,1,1,477,32,477,32,1.0,1,704,44,704,0,826,52,1
486,batter,23845,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,5,1,0,0,8,2,1
487,batter,23846,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,9,2,1
488,batter,23847,607776,confirmed_global_exact,역할별 전역 exact 양방향 확정,607776,607776:455rows/27games,1,1,455,27,455,27,1.0,1,594,36,594,0,651,40,1
489,batter,23849,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,2,1,0,0,2,1,1
490,batter,23851,50116,confirmed_global_exact,역할별 전역 exact 양방향 확정,50116,50116:9rows/1games,1,1,9,1,9,1,1.0,1,137,13,135,2,165,18,1
491,batter,23854,50167,confirmed_global_exact,역할별 전역 exact 양방향 확정,50167,50167:2485rows/159games,1,1,2485,159,2485,159,1.0,7,4084,260,4084,0,4559,289,7
492,batter,23855,50150,confirmed_global_exact,역할별 전역 exact 양방향 확정,50150,50150:1806rows/140games,1,1,1806,140,1806,140,1.0,10,3283,257,3283,0,3789,294,10
493,batter,23859,,conflict_reverse_multiple_train_ids,Trackman ID가 복수 Train 선수로 역매핑,50108,50108:1112rows/88games,1,2,1112,88,1112,88,1.0,5,2317,196,0,0,2712,228,5
494,batter,23861,50110,confirmed_global_exact,역할별 전역 exact 양방향 확정,50110,50110:34rows/7games,1,1,34,7,34,7,1.0,1,139,21,139,0,194,28,1
495,batter,23864,,conflict_multiple_trackman_ids,한 Train 선수에 복수 Trackman ID,50115,50115:424rows/40games;66112:4rows/1games,2,1,424,40,428,41,0.9906542056074766,3,775,79,0,0,877,93,4
496,batter,23865,657733,confirmed_global_exact,역할별 전역 exact 양방향 확정,657733,657733:1686rows/102games,1,1,1686,102,1686,102,1.0,2,2558,153,2558,0,2822,168,2
497,batter,23875,,conflict_multiple_trackman_ids,한 Train 선수에 복수 Trackman ID,50458,50458:4161rows/315games;64610:5rows/1games,2,1,4161,315,4166,315,0.998799807969275,6,6694,503,0,0,7408,549,6
498,batter,23876,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,39,3,0,0,40,3,1
499,batter,23877,50414,confirmed_global_exact,역할별 전역 exact 양방향 확정,50414,50414:4rows/1games,1,1,4,1,4,1,1.0,1,45,4,45,0,45,4,2
500,batter,23878,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,10,2,0,0,10,2,1
501,batter,23881,573135,confirmed_global_exact,역할별 전역 exact 양방향 확정,573135,573135:514rows/29games,1,1,514,29,514,29,1.0,1,646,39,646,0,697,43,1
502,batter,23882,553988,confirmed_global_exact,역할별 전역 exact 양방향 확정,553988,553988:2391rows/157games,1,1,2391,157,2391,157,1.0,2,3818,258,3818,0,4097,276,2
503,batter,23883,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,13,1,1
504,batter,23890,50507,confirmed_global_exact,역할별 전역 exact 양방향 확정,50507,50507:39rows/2games,1,1,39,2,39,2,1.0,2,135,10,135,0,139,11,3
505,batter,23896,50500,confirmed_global_exact,역할별 전역 exact 양방향 확정,50500,50500:2123rows/145games,1,1,2123,145,2123,145,1.0,3,3336,236,3336,0,3603,258,4
506,batter,23899,50840,confirmed_global_exact,역할별 전역 exact 양방향 확정,50840,50840:144rows/9games,1,1,144,9,144,9,1.0,3,274,19,274,0,313,21,4
507,batter,23900,50848,confirmed_global_exact,역할별 전역 exact 양방향 확정,50848,50848:172rows/16games,1,1,172,16,172,16,1.0,4,328,31,328,0,385,35,4
508,batter,23901,50854,confirmed_global_exact,역할별 전역 exact 양방향 확정,50854,50854:5628rows/350games,1,1,5628,350,5628,350,1.0,5,9639,590,9638,1,10438,634,5
509,batter,23905,50819,confirmed_global_exact,역할별 전역 exact 양방향 확정,50819,50819:88rows/9games,1,1,88,9,88,9,1.0,3,278,24,278,0,356,28,4
510,batter,23906,50868,confirmed_global_exact,역할별 전역 exact 양방향 확정,50868,50868:140rows/16games,1,1,140,16,140,16,1.0,7,272,27,272,0,313,30,7
511,batter,23907,50816,confirmed_global_exact,역할별 전역 exact 양방향 확정,50816,50816:6rows/1games,1,1,6,1,6,1,1.0,1,6,1,6,0,14,2,1
512,batter,23911,50820,confirmed_global_exact,역할별 전역 exact 양방향 확정,50820,50820:1149rows/100games,1,1,1149,100,1149,100,1.0,7,2065,170,2065,0,2320,189,7
513,batter,23912,50818,confirmed_global_exact,역할별 전역 exact 양방향 확정,50818,50818:3rows/1games,1,1,3,1,3,1,1.0,1,7,2,7,0,28,5,1
514,batter,23913,50817,confirmed_global_exact,역할별 전역 exact 양방향 확정,50817,50817:32rows/4games,1,1,32,4,32,4,1.0,2,125,12,125,0,182,19,2
515,batter,23918,50657,confirmed_global_exact,역할별 전역 exact 양방향 확정,50657,50657:169rows/16games,1,1,169,16,169,16,1.0,6,284,27,284,0,511,48,8
516,batter,23919,50600,confirmed_global_exact,역할별 전역 exact 양방향 확정,50600,50600:343rows/36games,1,1,343,36,343,36,1.0,4,478,53,478,0,859,103,6
517,batter,23926,50608,confirmed_global_exact,역할별 전역 exact 양방향 확정,50608,50608:35rows/7games,1,1,35,7,35,7,1.0,2,60,9,60,0,115,14,3
518,batter,23937,50713,confirmed_global_exact,역할별 전역 exact 양방향 확정,50713,50713:33rows/4games,1,1,33,4,33,4,1.0,1,97,10,97,0,100,11,1
519,batter,23938,50704,confirmed_global_exact,역할별 전역 exact 양방향 확정,50704,50704:925rows/81games,1,1,925,81,925,81,1.0,7,1731,145,1730,1,1858,157,7
520,batter,23939,50707,confirmed_global_exact,역할별 전역 exact 양방향 확정,50707,50707:1724rows/128games,1,1,1724,128,1724,128,1.0,6,2776,206,2776,0,3006,225,9
521,batter,23940,50709,confirmed_global_exact,역할별 전역 exact 양방향 확정,50709,50709:1055rows/103games,1,1,1055,103,1055,103,1.0,8,1982,185,1982,0,2216,202,9
522,batter,23941,50714,confirmed_global_exact,역할별 전역 exact 양방향 확정,50714,50714:17rows/3games,1,1,17,3,17,3,1.0,1,42,6,42,0,44,6,1
523,batter,23945,50204,confirmed_global_exact,역할별 전역 exact 양방향 확정,50204,50204:227rows/28games,1,1,227,28,227,28,1.0,6,409,46,409,0,432,49,6
524,batter,23946,50244,confirmed_global_exact,역할별 전역 exact 양방향 확정,50244,50244:32rows/6games,1,1,32,6,32,6,1.0,3,78,12,78,0,112,14,4
525,batter,23948,50202,confirmed_global_exact,역할별 전역 exact 양방향 확정,50202,50202:1637rows/130games,1,1,1637,130,1637,130,1.0,6,2790,211,2790,0,2961,228,7
526,batter,23949,,conflict_multiple_trackman_ids,한 Train 선수에 복수 Trackman ID,50293,50293:872rows/77games;54216:5rows/1games,2,1,872,77,877,77,0.9942987457240593,7,1543,127,0,0,1618,132,8
527,batter,23953,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,0,0,0,0,5,1,1
528,batter,23957,50208,confirmed_global_exact,역할별 전역 exact 양방향 확정,50208,50208:238rows/19games,1,1,238,19,238,19,1.0,6,572,41,572,0,614,43,7
529,batter,23958,50209,confirmed_global_exact,역할별 전역 exact 양방향 확정,50209,50209:6rows/1games,1,1,6,1,6,1,1.0,1,71,7,68,3,76,7,1
530,batter,23960,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,1,1,0,0,1,1,1
531,batter,23961,571437,confirmed_global_exact,역할별 전역 exact 양방향 확정,571437,571437:2340rows/150games,1,1,2340,150,2340,150,1.0,2,4084,260,4080,4,4311,275,2
532,batter,23965,50996,confirmed_global_exact,역할별 전역 exact 양방향 확정,50996,50996:490rows/41games,1,1,490,41,490,41,1.0,3,703,58,703,0,751,62,6
533,batter,23970,50902,confirmed_global_exact,역할별 전역 exact 양방향 확정,50902,50902:424rows/64games,1,1,424,64,424,64,1.0,5,677,93,677,0,722,99,6
534,batter,23971,50903,confirmed_global_exact,역할별 전역 exact 양방향 확정,50903,50903:117rows/10games,1,1,117,10,117,10,1.0,3,143,12,143,0,172,14,3
535,batter,23974,50906,confirmed_global_exact,역할별 전역 exact 양방향 확정,50906,50906:75rows/15games,1,1,75,15,75,15,1.0,3,95,18,95,0,102,20,3
536,batter,23975,50304,confirmed_global_exact,역할별 전역 exact 양방향 확정,50304,50304:300rows/27games,1,1,300,27,300,27,1.0,6,573,52,573,0,797,68,8
537,batter,23976,50312,confirmed_global_exact,역할별 전역 exact 양방향 확정,50312,50312:275rows/39games,1,1,275,39,275,39,1.0,4,506,70,506,0,636,81,7
538,batter,23978,50357,confirmed_global_exact,역할별 전역 exact 양방향 확정,50357,50357:734rows/66games,1,1,734,66,734,66,1.0,9,1346,115,1346,0,1681,139,10
539,batter,23980,578628,confirmed_global_exact,역할별 전역 exact 양방향 확정,578628,578628:89rows/8games,1,1,89,8,89,8,1.0,4,207,17,207,0,346,25,4
540,batter,23981,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,6,1,0,0,34,7,2
541,batter,23983,50394,confirmed_global_exact,역할별 전역 exact 양방향 확정,50394,50394:26rows/1games,1,1,26,1,26,1,1.0,1,73,6,73,0,152,14,2
542,batter,23986,600301,confirmed_global_exact,역할별 전역 exact 양방향 확정,600301,600301:39rows/3games,1,1,39,3,39,3,1.0,1,104,7,104,0,201,13,2
543,batter,23989,50066,confirmed_global_exact,역할별 전역 exact 양방향 확정,50066,50066:512rows/51games,1,1,512,51,512,51,1.0,4,809,79,805,4,825,82,5
544,batter,23990,50054,confirmed_global_exact,역할별 전역 exact 양방향 확정,50054,50054:858rows/77games,1,1,858,77,858,77,1.0,4,1391,136,1391,0,1564,152,6
545,batter,23991,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,2,1,0,0,2,1,1
546,batter,23992,50092,confirmed_global_exact,역할별 전역 exact 양방향 확정,50092,50092:122rows/11games,1,1,122,11,122,11,1.0,4,317,25,317,0,317,25,5
547,batter,23993,50093,confirmed_global_exact,역할별 전역 exact 양방향 확정,50093,50093:13rows/1games,1,1,13,1,13,1,1.0,1,59,7,59,0,62,7,3
548,batter,23995,50096,confirmed_global_exact,역할별 전역 exact 양방향 확정,50096,50096:13rows/2games,1,1,13,2,13,2,1.0,1,15,3,15,0,36,5,2
549,batter,23996,50007,confirmed_global_exact,역할별 전역 exact 양방향 확정,50007,50007:77rows/9games,1,1,77,9,77,9,1.0,4,120,14,120,0,120,14,5
550,batter,24000,50011,confirmed_global_exact,역할별 전역 exact 양방향 확정,50011,50011:54rows/3games,1,1,54,3,54,3,1.0,1,171,9,171,0,177,9,2
551,batter,24002,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,6,1,0,0,6,1,1
552,batter,24003,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,11,2,0,0,11,2,1
553,batter,24004,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,33,3,0,0,33,3,1
554,batter,24005,488681,confirmed_global_exact,역할별 전역 exact 양방향 확정,488681,488681:706rows/44games,1,1,706,44,706,44,1.0,1,1122,68,1122,0,1238,74,1
555,batter,24006,50214,confirmed_global_exact,역할별 전역 exact 양방향 확정,50214,50214:104rows/7games,1,1,104,7,104,7,1.0,2,160,11,160,0,182,12,2
556,batter,24007,608365,confirmed_global_exact,역할별 전역 exact 양방향 확정,608365,608365:1110rows/74games,1,1,1110,74,1110,74,1.0,2,1790,120,1789,1,1842,124,2
557,batter,24008,594953,confirmed_global_exact,역할별 전역 exact 양방향 확정,594953,594953:567rows/34games,1,1,567,34,567,34,1.0,1,788,48,788,0,834,51,1
558,batter,24009,643603,confirmed_global_exact,역할별 전역 exact 양방향 확정,643603,643603:89rows/6games,1,1,89,6,89,6,1.0,1,115,8,115,0,160,10,2
559,batter,24010,51100,confirmed_global_exact,역할별 전역 exact 양방향 확정,51100,51100:1130rows/103games,1,1,1130,103,1130,103,1.0,7,1846,173,1846,0,2116,194,8
560,batter,24014,51103,confirmed_global_exact,역할별 전역 exact 양방향 확정,51103,51103:65rows/10games,1,1,65,10,65,10,1.0,1,103,18,103,0,119,20,2
561,batter,24016,51106,confirmed_global_exact,역할별 전역 exact 양방향 확정,51106,51106:394rows/37games,1,1,394,37,394,37,1.0,3,1145,106,1141,4,1452,132,3
562,batter,24019,51112,confirmed_global_exact,역할별 전역 exact 양방향 확정,51112,51112:272rows/26games,1,1,272,26,272,26,1.0,3,664,73,656,8,742,80,3
563,batter,24022,,conflict_multiple_trackman_ids,한 Train 선수에 복수 Trackman ID,51003,51003:373rows/45games;68906:4rows/1games;75334:3rows/1games,3,1,373,45,380,45,0.9815789473684211,6,756,87,0,0,841,98,7
564,batter,24023,501660,confirmed_global_exact,역할별 전역 exact 양방향 확정,501660,501660:468rows/30games,1,1,468,30,468,30,1.0,1,915,57,912,3,981,60,1
565,batter,24024,51013,confirmed_global_exact,역할별 전역 exact 양방향 확정,51013,51013:58rows/4games,1,1,58,4,58,4,1.0,2,118,11,118,0,118,11,3
566,batter,24029,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,9,1,0,0,9,1,1
567,batter,24031,51005,confirmed_global_exact,역할별 전역 exact 양방향 확정,51005,51005:135rows/12games,1,1,135,12,135,12,1.0,4,340,28,340,0,370,30,5
568,batter,24033,51008,confirmed_global_exact,역할별 전역 exact 양방향 확정,51008,51008:10rows/1games,1,1,10,1,10,1,1.0,1,15,2,15,0,15,2,1
569,batter,24034,51009,confirmed_global_exact,역할별 전역 exact 양방향 확정,51009,51009:112rows/10games,1,1,112,10,112,10,1.0,4,228,21,228,0,250,23,4
570,batter,24035,51006,confirmed_global_exact,역할별 전역 exact 양방향 확정,51006,51006:38rows/4games,1,1,38,4,38,4,1.0,1,54,5,54,0,54,5,1
571,batter,24040,51551,confirmed_global_exact,역할별 전역 exact 양방향 확정,51551,51551:1531rows/105games,1,1,1531,105,1531,105,1.0,2,2435,165,2433,2,2795,189,5
572,batter,24041,51528,confirmed_global_exact,역할별 전역 exact 양방향 확정,51528,51528:669rows/73games,1,1,669,73,669,73,1.0,4,1091,115,1091,0,1272,132,6
573,batter,24046,51560,confirmed_global_exact,역할별 전역 exact 양방향 확정,51560,51560:130rows/14games,1,1,130,14,130,14,1.0,4,246,24,246,0,270,27,5
574,batter,24049,51574,confirmed_global_exact,역할별 전역 exact 양방향 확정,51574,51574:51rows/4games,1,1,51,4,51,4,1.0,3,87,7,87,0,129,10,4
575,batter,24050,51868,confirmed_global_exact,역할별 전역 exact 양방향 확정,51868,51868:985rows/75games,1,1,985,75,985,75,1.0,6,1522,120,1521,1,1687,129,6
576,batter,24054,51865,confirmed_global_exact,역할별 전역 exact 양방향 확정,51865,51865:526rows/62games,1,1,526,62,526,62,1.0,6,878,96,878,0,958,103,7
577,batter,24057,51860,confirmed_global_exact,역할별 전역 exact 양방향 확정,51860,51860:20rows/3games,1,1,20,3,20,3,1.0,1,47,7,47,0,47,7,1
578,batter,24058,51803,confirmed_global_exact,역할별 전역 exact 양방향 확정,51803,51803:5rows/1games,1,1,5,1,5,1,1.0,1,5,1,5,0,5,1,1
579,batter,24061,51805,confirmed_global_exact,역할별 전역 exact 양방향 확정,51805,51805:17rows/2games,1,1,17,2,17,2,1.0,2,45,4,45,0,58,6,2
580,batter,24066,51466,confirmed_global_exact,역할별 전역 exact 양방향 확정,51466,51466:24rows/2games,1,1,24,2,24,2,1.0,1,85,6,85,0,85,6,2
581,batter,24067,51468,confirmed_global_exact,역할별 전역 exact 양방향 확정,51468,51468:17rows/1games,1,1,17,1,17,1,1.0,1,27,2,27,0,32,3,1
582,batter,24068,51403,confirmed_global_exact,역할별 전역 exact 양방향 확정,51403,51403:390rows/39games,1,1,390,39,390,39,1.0,6,612,65,612,0,726,76,6
583,batter,24071,51407,confirmed_global_exact,역할별 전역 exact 양방향 확정,51407,51407:45rows/5games,1,1,45,5,45,5,1.0,2,89,11,89,0,109,14,3
584,batter,24072,51417,confirmed_global_exact,역할별 전역 exact 양방향 확정,51417,51417:2257rows/158games,1,1,2257,158,2257,158,1.0,5,3744,259,3744,0,4388,294,6
585,batter,24074,517369,confirmed_global_exact,역할별 전역 exact 양방향 확정,517369,517369:3644rows/230games,1,1,3644,230,3644,230,1.0,4,6061,382,6061,0,6754,423,4
586,batter,24075,51907,confirmed_global_exact,역할별 전역 exact 양방향 확정,51907,51907:3737rows/255games,1,1,3737,255,3737,255,1.0,5,5506,380,5503,3,5953,408,5
587,batter,24077,51991,confirmed_global_exact,역할별 전역 exact 양방향 확정,51991,51991:70rows/6games,1,1,70,6,70,6,1.0,5,155,12,155,0,249,17,5
588,batter,24079,51996,confirmed_global_exact,역할별 전역 exact 양방향 확정,51996,51996:37rows/7games,1,1,37,7,37,7,1.0,5,97,14,97,0,97,14,6
589,batter,24080,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,,0,0,0,0,0,0,,0,20,3,0,0,24,3,2
590,batter,24082,51903,confirmed_global_exact,역할별 전역 exact 양방향 확정,51903,51903:8rows/1games,1,1,8,1,8,1,1.0,1,8,1,8,0,8,1,1
591,batter,24086,51359,confirmed_global_exact,역할별 전역 exact 양방향 확정,51359,51359:408rows/27games,1,1,408,27,408,27,1.0,2,552,36,552,0,685,43,2
