player_mapping_key,role,season,game_type,train_team_id,train_player_id,trackman_team_name,current_trackman_player_id,player_mapping_status,player_mapping_status_ko,mapping_basis,team_mapping_status,strict_representative_trackman_player_id,strict_exact_candidates,strict_exact_candidate_count,strict_reverse_train_player_count,strict_exact_top_rows,strict_exact_top_games,strict_exact_total_rows,strict_exact_total_games,strict_exact_purity,global_representative_trackman_player_id,global_exact_candidates,global_exact_candidate_count,global_reverse_train_player_count,global_exact_top_rows,global_exact_top_games,global_exact_total_rows,global_exact_total_games,global_exact_purity,global_exact_strict_contexts,final_observed_trackman_player_candidates,final_linked_role_observations,final_linked_games,final_confirmed_id_matches,final_confirmed_id_mismatches,train_role_observations,train_games
1845,batter,2022,F,18,23022,MIN_SAM,66409,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,66409,66409:2070rows/193games,1,1,2070,193,2070,193,1.0,5,66409:17rows/1games,17,1,17,0,17,1
1846,batter,2022,F,18,23089,MIN_SAM,66838,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,66838,66838:2540rows/209games,1,1,2540,209,2540,209,1.0,7,66838:36rows/2games,36,2,36,0,36,2
1847,batter,2022,F,18,23367,MIN_SAM,67449,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,67449,MIN_SAM/67449:59rows/3games,1,1,59,3,59,3,1.0,67449,67449:888rows/92games,1,1,888,92,888,92,1.0,7,67449:110rows/6games,110,6,110,0,110,6
1848,batter,2022,F,18,23405,MIN_SAM,66406,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,66406,MIN_SAM/66406:27rows/3games,1,1,27,3,27,3,1.0,66406,66406:576rows/70games,1,1,576,70,576,70,1.0,6,66406:53rows/5games,53,5,53,0,53,5
1849,batter,2022,F,18,23525,MIN_SAM,64407,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64407,MIN_SAM/64407:41rows/3games,1,1,41,3,41,3,1.0,64407,64407:1096rows/126games,1,1,1096,126,1096,126,1.0,9,64407:86rows/6games,86,6,86,0,86,6
1850,batter,2022,F,18,23526,MIN_SAM,68463,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68463,MIN_SAM/68463:15rows/1games,1,1,15,1,15,1,1.0,68463,68463:726rows/64games,1,1,726,64,726,64,1.0,7,68463:15rows/1games,15,1,15,0,15,1
1851,batter,2022,F,18,23527,MIN_SAM,68416,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68416,MIN_SAM/68416:21rows/2games,1,1,21,2,21,2,1.0,68416,68416:32rows/4games,1,1,32,4,32,4,1.0,2,68416:66rows/5games,66,5,66,0,66,5
1852,batter,2022,F,18,23529,MIN_SAM,64469,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64469,MIN_SAM/64469:49rows/3games,1,1,49,3,49,3,1.0,64469,64469:464rows/49games,1,1,464,49,464,49,1.0,8,64469:80rows/6games,80,6,80,0,80,6
1853,batter,2022,F,18,23531,MIN_SAM,68466,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68466,MIN_SAM/68466:47rows/3games,1,1,47,3,47,3,1.0,68466,68466:190rows/22games,1,1,190,22,190,22,1.0,6,68466:74rows/5games,74,5,74,0,74,5
1854,batter,2022,F,18,23715,MIN_SAM,69428,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69428,MIN_SAM/69428:11rows/2games,1,1,11,2,11,2,1.0,69428,69428:593rows/58games,1,1,593,58,593,58,1.0,5,69428:33rows/4games,33,4,33,0,33,4
1855,batter,2022,F,18,23723,MIN_SAM,69416,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69416,MIN_SAM/69416:17rows/3games,1,1,17,3,17,3,1.0,69416,69416:208rows/24games,1,1,208,24,208,24,1.0,4,69416:17rows/3games,17,3,17,0,17,3
1856,batter,2022,F,18,23724,MIN_SAM,69418,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69418,MIN_SAM/69418:39rows/3games,1,1,39,3,39,3,1.0,69418,69418:817rows/90games,1,1,817,90,817,90,1.0,6,69418:39rows/3games,39,3,39,0,39,3
1857,batter,2022,F,18,23726,MIN_SAM,68407,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,68407,68407:341rows/39games,1,1,341,39,341,39,1.0,7,68407:11rows/2games,11,2,11,0,11,2
1858,batter,2022,F,18,23877,MIN_SAM,50414,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50414,50414:4rows/1games,1,1,4,1,4,1,1.0,1,50414:14rows/1games,14,1,14,0,14,1
1859,batter,2022,F,18,24280,MIN_SAM,52402,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,52402,MIN_SAM/52402:7rows/2games,1,1,7,2,7,2,1.0,52402,52402:88rows/10games,1,1,88,10,88,10,1.0,3,52402:49rows/5games,49,5,49,0,49,5
1860,batter,2022,F,18,24282,MIN_SAM,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,52407:51rows/3games,51,3,0,0,51,3
1861,batter,2022,F,19,21848,MIN_NCD,76720,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,76720,76720:167rows/19games,1,1,167,19,167,19,1.0,5,76720:29rows/2games,29,2,29,0,34,2
1862,batter,2022,F,19,22628,MIN_NCD,63905,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,63905,MIN_NCD/63905:9rows/1games,1,1,9,1,9,1,1.0,63905,63905:1180rows/120games,1,1,1180,120,1180,120,1.0,6,63905:22rows/2games,22,2,22,0,22,2
1863,batter,2022,F,19,23000,MIN_NCD,65412,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,65412,65412:38rows/6games,1,1,38,6,38,6,1.0,4,65412:22rows/1games,22,1,22,0,22,1
1864,batter,2022,F,19,23064,MIN_NCD,65905,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65905,MIN_NCD/65905:7rows/1games,1,1,7,1,7,1,1.0,65905,65905:413rows/51games,1,1,413,51,413,51,1.0,10,65905:23rows/2games,23,2,23,0,24,2
1865,batter,2022,F,19,23195,MIN_NCD,66965,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,66965,66965:1864rows/185games,1,1,1864,185,1864,185,1.0,6,66965:43rows/3games,43,3,43,0,43,3
1866,batter,2022,F,19,23205,MIN_NCD,66963,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,66963,MIN_NCD/66963:13rows/1games,1,1,13,1,13,1,1.0,66963,66963:119rows/12games,1,1,119,12,119,12,1.0,4,66963:62rows/5games,62,5,62,0,62,5
1867,batter,2022,F,19,23263,MIN_NCD,67993,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,67993,67993:44rows/7games,1,1,44,7,44,7,1.0,3,67993:6rows/1games,6,1,6,0,6,1
1868,batter,2022,F,19,23264,MIN_NCD,67900,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,67900,MIN_NCD/67900:13rows/1games,1,1,13,1,13,1,1.0,67900,67900:215rows/33games,1,1,215,33,215,33,1.0,8,67900:58rows/5games,58,5,58,0,58,5
1869,batter,2022,F,19,23274,MIN_NCD,67905,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,67905,67905:1139rows/107games,1,1,1139,107,1139,107,1.0,5,67905:39rows/3games,39,3,39,0,39,3
1870,batter,2022,F,19,23321,MIN_NCD,61869,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,61869,MIN_NCD/61869:19rows/1games,1,1,19,1,19,1,1.0,61869,61869:915rows/88games,1,1,915,88,915,88,1.0,10,61869:27rows/2games,27,2,27,0,32,2
1871,batter,2022,F,19,23521,MIN_NCD,60288,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,60288,MIN_NCD/60288:12rows/1games,1,1,12,1,12,1,1.0,60288,60288:387rows/43games,1,1,387,43,387,43,1.0,6,60288:12rows/1games,12,1,12,0,12,1
1872,batter,2022,F,19,23608,MIN_NCD,68909,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,68909,68909:152rows/18games,1,1,152,18,152,18,1.0,5,68909:35rows/3games,35,3,35,0,35,3
1873,batter,2022,F,19,23612,MIN_NCD,68901,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68901,MIN_NCD/68901:6rows/1games,1,1,6,1,6,1,1.0,68901,68901:40rows/4games,1,1,40,4,40,4,1.0,2,68901:38rows/5games,38,5,38,0,38,5
1874,batter,2022,F,19,23778,MIN_NCD,69995,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69995,MIN_NCD/69995:16rows/1games,1,1,16,1,16,1,1.0,69995,69995:3016rows/216games,1,1,3016,216,3016,216,1.0,7,69995:37rows/2games,37,2,37,0,37,2
1875,batter,2022,F,19,23970,MIN_NCD,50902,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50902,MIN_NCD/50902:15rows/1games,1,1,15,1,15,1,1.0,50902,50902:424rows/64games,1,1,424,64,424,64,1.0,5,50902:18rows/2games,18,2,18,0,18,2
1876,batter,2022,F,19,24077,MIN_NCD,51991,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51991,MIN_NCD/51991:14rows/1games,1,1,14,1,14,1,1.0,51991,51991:70rows/6games,1,1,70,6,70,6,1.0,5,51991:68rows/4games,68,4,68,0,68,4
1877,batter,2022,F,19,24079,MIN_NCD,51996,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,51996,51996:37rows/7games,1,1,37,7,37,7,1.0,5,51996:39rows/3games,39,3,39,0,39,3
1878,batter,2022,F,19,24080,MIN_NCD,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,51904:17rows/2games,17,2,0,0,21,2
1879,batter,2022,F,19,24082,MIN_NCD,51903,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51903,MIN_NCD/51903:8rows/1games,1,1,8,1,8,1,1.0,51903,51903:8rows/1games,1,1,8,1,8,1,1.0,1,51903:8rows/1games,8,1,8,0,8,1
1880,batter,2022,F,19,24195,MIN_NCD,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,52980:27rows/2games,27,2,0,0,27,2
1881,batter,2022,F,19,24200,MIN_NCD,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,52907:31rows/3games,31,3,0,0,31,3
1882,batter,2022,F,19,24204,MIN_NCD,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,52909:21rows/2games,21,2,0,0,21,2
1883,batter,2022,F,19,24206,MIN_NCD,52906,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,52906,52906:47rows/3games,1,1,47,3,47,3,1.0,1,52906:18rows/2games,18,2,18,0,18,2
1884,batter,2022,F,20,22732,MIN_KTW,64007,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64007,MIN_KTW/64007:14rows/1games,1,1,14,1,14,1,1.0,64007,64007:2645rows/239games,1,1,2645,239,2645,239,1.0,9,64007:27rows/3games,27,3,27,0,27,3
1885,batter,2022,F,20,22771,MIN_KTW,64115,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64115,MIN_KTW/64115:9rows/1games,1,1,9,1,9,1,1.0,64115,64115:1030rows/108games,1,1,1030,108,1030,108,1.0,9,64115:9rows/1games,9,1,9,0,9,1
1886,batter,2022,F,20,22777,MIN_KTW,65040,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65040,MIN_KTW/65040:50rows/4games,1,1,50,4,50,4,1.0,65040,65040:324rows/41games,1,1,324,41,324,41,1.0,9,65040:75rows/6games,75,6,75,0,80,6
1887,batter,2022,F,20,23068,MIN_KTW,65044,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65044,MIN_KTW/65044:26rows/3games,1,1,26,3,26,3,1.0,65044,65044:30rows/4games,1,1,30,4,30,4,1.0,2,65044:26rows/3games,26,3,26,0,26,3
1888,batter,2022,F,20,23387,MIN_KTW,65096,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65096,MIN_KTW/65096:14rows/2games,1,1,14,2,14,2,1.0,65096,65096:24rows/4games,1,1,24,4,24,4,1.0,2,65096:15rows/3games,15,3,15,0,15,3
1889,batter,2022,F,20,23395,MIN_KTW,67063,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,67063,MIN_KTW/67063:17rows/1games,1,1,17,1,17,1,1.0,67063,67063:39rows/6games,1,1,39,6,39,6,1.0,5,67063:52rows/3games,52,3,52,0,52,3
1890,batter,2022,F,20,23396,MIN_KTW,67006,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,67006,MIN_KTW/67006:62rows/4games,1,1,62,4,62,4,1.0,67006,67006:583rows/56games,1,1,583,56,583,56,1.0,5,67006:79rows/5games,79,5,79,0,79,5
1891,batter,2022,F,20,23472,MIN_KTW,64014,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64014,MIN_KTW/64014:54rows/3games,1,1,54,3,54,3,1.0,64014,64014:488rows/59games,1,1,488,59,488,59,1.0,8,64014:54rows/3games,54,3,54,0,54,3
1892,batter,2022,F,20,23483,MIN_KTW,68089,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68089,MIN_KTW/68089:38rows/3games,1,1,38,3,38,3,1.0,68089,68089:148rows/19games,1,1,148,19,148,19,1.0,4,68089:38rows/3games,38,3,38,0,38,3
1893,batter,2022,F,20,23487,MIN_KTW,68096,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68096,MIN_KTW/68096:34rows/4games,1,1,34,4,34,4,1.0,68096,68096:34rows/4games,1,1,34,4,34,4,1.0,1,68096:57rows/5games,57,5,57,0,57,5
1894,batter,2022,F,20,23492,MIN_KTW,68002,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68002,MIN_KTW/68002:27rows/3games,1,1,27,3,27,3,1.0,68002,68002:41rows/6games,1,1,41,6,41,6,1.0,2,68002:30rows/4games,30,4,30,0,37,4
1895,batter,2022,F,20,23992,MIN_KTW,50092,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50092,MIN_KTW/50092:18rows/2games,1,1,18,2,18,2,1.0,50092,50092:122rows/11games,1,1,122,11,122,11,1.0,4,50092:18rows/2games,18,2,18,0,18,2
1896,batter,2022,F,20,23993,MIN_KTW,50093,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50093,50093:13rows/1games,1,1,13,1,13,1,1.0,1,50093:29rows/2games,29,2,29,0,29,2
1897,batter,2022,F,20,23995,MIN_KTW,50096,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50096,50096:13rows/2games,1,1,13,2,13,2,1.0,1,50096:2rows/1games,2,1,2,0,2,1
1898,batter,2022,F,20,23996,MIN_KTW,50007,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50007,MIN_KTW/50007:20rows/3games,1,1,20,3,20,3,1.0,50007,50007:77rows/9games,1,1,77,9,77,9,1.0,4,50007:42rows/4games,42,4,42,0,42,4
1899,batter,2022,F,20,24022,MIN_KTW,51003,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51003,MIN_KTW/51003:52rows/4games,1,1,52,4,52,4,1.0,51003,51003:373rows/45games;68906:4rows/1games;75334:3rows/1games,3,1,373,45,380,45,0.9815789473684211,6,51003:91rows/6games,91,6,91,0,92,6
1900,batter,2022,F,20,24024,MIN_KTW,51013,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51013,MIN_KTW/51013:23rows/1games,1,1,23,1,23,1,1.0,51013,51013:58rows/4games,1,1,58,4,58,4,1.0,2,51013:54rows/3games,54,3,54,0,54,3
1901,batter,2022,F,20,24034,MIN_KTW,51009,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51009,MIN_KTW/51009:27rows/1games,1,1,27,1,27,1,1.0,51009,51009:112rows/10games,1,1,112,10,112,10,1.0,4,51009:68rows/3games,68,3,68,0,68,3
1902,batter,2022,F,20,24035,MIN_KTW,51006,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51006,MIN_KTW/51006:38rows/4games,1,1,38,4,38,4,1.0,51006,51006:38rows/4games,1,1,38,4,38,4,1.0,1,51006:54rows/5games,54,5,54,0,54,5
1903,batter,2022,F,20,24255,MIN_KTW,52001,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,52001,MIN_KTW/52001:51rows/4games,1,1,51,4,51,4,1.0,52001,52001:144rows/13games,1,1,144,13,144,13,1.0,3,52001:60rows/5games,60,5,60,0,60,5
1904,batter,2022,F,21,21821,MIN_SSG,76267,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,76267,76267:6213rows/388games,1,1,6213,388,6213,388,1.0,6,76267:38rows/2games,38,2,38,0,46,2
1905,batter,2022,F,21,22333,MIN_SSG,61743,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,61743,61743:600rows/73games,1,1,600,73,600,73,1.0,7,,0,0,0,0,29,2
1906,batter,2022,F,21,22442,MIN_SSG,62884,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,62884,62884:1429rows/127games,1,1,1429,127,1429,127,1.0,9,62884:82rows/5games,82,5,82,0,108,6
1907,batter,2022,F,21,22679,MIN_SSG,64499,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64499,MIN_SSG/64499:11rows/1games,1,1,11,1,11,1,1.0,64499,64499:158rows/22games,1,1,158,22,158,22,1.0,5,64499:71rows/6games,71,6,71,0,126,10
1908,batter,2022,F,21,22766,MIN_SSG,64890,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,64890,64890:222rows/21games,1,1,222,21,222,21,1.0,4,64890:91rows/6games,91,6,91,0,104,8
1909,batter,2022,F,21,23108,MIN_SSG,65869,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65869,MIN_SSG/65869:10rows/1games,1,1,10,1,10,1,1.0,65869,65869:514rows/51games,1,1,514,51,514,51,1.0,7,65869:49rows/4games,49,4,49,0,54,5
1910,batter,2022,F,21,23138,MIN_SSG,66803,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,66803,66803:36rows/3games,1,1,36,3,36,3,1.0,2,66803:41rows/3games,41,3,41,0,57,6
1911,batter,2022,F,21,23143,MIN_SSG,66864,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,66864,66864:731rows/92games,1,1,731,92,731,92,1.0,8,66864:33rows/2games,33,2,33,0,53,4
1912,batter,2022,F,21,23144,MIN_SSG,66833,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,66833,MIN_SSG/66833:47rows/3games,1,1,47,3,47,3,1.0,66833,66833:137rows/11games,1,1,137,11,137,11,1.0,4,66833:96rows/7games,96,7,96,0,148,9
1913,batter,2022,F,21,23212,MIN_SSG,66802,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,66802,MIN_SSG/66802:33rows/2games,1,1,33,2,33,2,1.0,66802,66802:49rows/4games,1,1,49,4,49,4,1.0,2,66802:67rows/5games,67,5,67,0,101,9
1914,batter,2022,F,21,23330,MIN_SSG,67807,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,67807,MIN_SSG/67807:31rows/2games,1,1,31,2,31,2,1.0,67807,67807:356rows/33games,1,1,356,33,356,33,1.0,7,67807:83rows/7games;62884:3rows/1games,86,7,83,3,159,12
1915,batter,2022,F,21,23546,MIN_SSG,68869,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68869,MIN_SSG/68869:9rows/1games,1,1,9,1,9,1,1.0,68869,68869:86rows/10games,1,1,86,10,86,10,1.0,5,68869:62rows/8games,62,8,62,0,85,10
1916,batter,2022,F,21,23551,MIN_SSG,68805,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68805,MIN_SSG/68805:31rows/2games,1,1,31,2,31,2,1.0,68805,68805:276rows/35games,1,1,276,35,276,35,1.0,6,68805:117rows/8games,117,8,117,0,152,11
1917,batter,2022,F,21,23626,MIN_SSG,63440,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,63440,63440:718rows/82games,1,1,718,82,718,82,1.0,7,63440:28rows/2games,28,2,28,0,42,4
1918,batter,2022,F,21,23759,MIN_SSG,69813,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69813,MIN_SSG/69813:49rows/3games,1,1,49,3,49,3,1.0,69813,69813:1470rows/135games,1,1,1470,135,1470,135,1.0,4,69813:114rows/7games,114,7,114,0,124,7
1919,batter,2022,F,21,23762,MIN_SSG,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,20,2
1920,batter,2022,F,21,23837,MIN_SSG,69805,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69805,MIN_SSG/69805:12rows/1games,1,1,12,1,12,1,1.0,69805,69805:24rows/2games,1,1,24,2,24,2,1.0,2,69805:12rows/1games,12,1,12,0,21,4
1921,batter,2022,F,21,23838,MIN_SSG,69810,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69810,MIN_SSG/69810:10rows/1games,1,1,10,1,10,1,1.0,69810,69810:43rows/4games,1,1,43,4,43,4,1.0,3,69810:66rows/6games,66,6,66,0,148,10
1922,batter,2022,F,21,23905,MIN_SSG,50819,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50819,50819:88rows/9games,1,1,88,9,88,9,1.0,3,50819:46rows/3games,46,3,46,0,57,4
1923,batter,2022,F,21,23911,MIN_SSG,50820,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50820,MIN_SSG/50820:32rows/2games,1,1,32,2,32,2,1.0,50820,50820:1149rows/100games,1,1,1149,100,1149,100,1.0,7,50820:85rows/7games,85,7,85,0,130,9
1924,batter,2022,F,21,23913,MIN_SSG,50817,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50817,MIN_SSG/50817:27rows/2games,1,1,27,2,27,2,1.0,50817,50817:32rows/4games,1,1,32,4,32,4,1.0,2,50817:116rows/9games,116,9,116,0,159,14
1925,batter,2022,F,21,24050,MIN_SSG,51868,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51868,MIN_SSG/51868:13rows/1games,1,1,13,1,13,1,1.0,51868,51868:985rows/75games,1,1,985,75,985,75,1.0,6,51868:15rows/2games,15,2,15,0,72,4
1926,batter,2022,F,21,24054,MIN_SSG,51865,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51865,MIN_SSG/51865:14rows/2games,1,1,14,2,14,2,1.0,51865,51865:526rows/62games,1,1,526,62,526,62,1.0,6,51865:31rows/4games,31,4,31,0,90,7
